Variable	DescrCA	DescrES	DescrEN	Valor_Value	LabelCA	LabelES	LabelEN
T3_DESP2_6				6	No	No	No
T3_ES2_6	Referent a la persona absent 6: Tipus de membre de la llar que és la persona 6 absent	Referente a la persona ausente 6: Tipo de miembro del hogar que es la persona 6 ausente	Referent a la persona absent 6: Type of household member who is absent person 6 				
T3_ES2_6				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_6				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_6				3	Hoste	Huésped	Host 
T3_ES2_6				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_6	Referent a la persona absent 6: Número d'ordre de la persona 6	Referente a la persona ausente 6: Número de orden de la persona 6	Referent a la persona absent 6: Order number of person 6				
T3_ABSENCIA_7	Referent a la persona absent 7: Quina és la causa de l'absència?	Referente a la persona ausente 7: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 7: What is the reason for the absence?				
T3_ABSENCIA_7				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_7				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_7	Referent a la persona absent 7: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 7: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 7: What is the expected total length of absence?				
T3_DUR_ABS_7				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_7				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_7	Referent a la persona absent 7: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 7: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 7: Do you share household expenses or income?				
T3_DESP2_7				1	Sí	Sí	Yes
T3_DESP2_7				6	No	No	No
T3_ES2_7	Referent a la persona absent 7: Tipus de membre de la llar que és la persona 7 absent	Referente a la persona ausente 7: Tipo de miembro del hogar que es la persona 7 ausente	Referent a la persona absent 7: Type of household member who is absent person 7 				
T3_ES2_7				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_7				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_7				3	Hoste	Huésped	Host 
T3_ES2_7				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_7	Referent a la persona absent 7: Número d'ordre de la persona 7	Referente a la persona ausente 7: Número de orden de la persona 7	Referent a la persona absent 7: Order number of person 7				
T3_ABSENCIA_8	Referent a la persona absent 8: Quina és la causa de l'absència?	Referente a la persona ausente 8: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 8: What is the reason for the absence?				
T3_ABSENCIA_8				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_8				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_8	Referent a la persona absent 8: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 8: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 8: What is the expected total length of absence?				
T3_DUR_ABS_8				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_8				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_8	Referent a la persona absent 8: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 8: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 8: Do you share household expenses or income?				
T3_DESP2_8				1	Sí	Sí	Yes
T3_DESP2_8				6	No	No	No
T3_ES2_8	Referent a la persona absent 8: Tipus de membre de la llar que és la persona 8 absent	Referente a la persona ausente 8: Tipo de miembro del hogar que es la persona 8 ausente	Referent a la persona absent 8: Type of household member who is absent person 8 				
T3_ES2_8				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_8				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_8				3	Hoste	Huésped	Host 
T3_ES2_8				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_8	Referent a la persona absent 8: Número d'ordre de la persona 8	Referente a la persona ausente 8: Número de orden de la persona 8	Referent a la persona absent 8: Order number of person 8				
T3_ABSENCIA_9	Referent a la persona absent 9: Quina és la causa de l'absència?	Referente a la persona ausente 9: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 9: What is the reason for the absence?				
T3_ABSENCIA_9				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_9				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_9	Referent a la persona absent 9: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 9: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 9: What is the expected total length of absence?				
T3_DUR_ABS_9				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_9				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_9	Referent a la persona absent 9: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 9: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 9: Do you share household expenses or income?				
T3_DESP2_9				1	Sí	Sí	Yes
T3_DESP2_9				6	No	No	No
T3_ES2_9	Referent a la persona absent 9: Tipus de membre de la llar que és la persona 9 absent	Referente a la persona ausente 9: Tipo de miembro del hogar que es la persona 9 ausente	Referent a la persona absent 9: Type of household member who is absent person 9 				
T3_ES2_9				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_9				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_9				3	Hoste	Huésped	Host 
T3_ES2_9				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_9	Referent a la persona absent 9: Número d'ordre de la persona 9	Referente a la persona ausente 9: Número de orden de la persona 9	Referent a la persona absent 9: Order number of person 9				
T3_ABSENCIA_10	Referent a la persona absent 10: Quina és la causa de l'absència?	Referente a la persona ausente 10: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 10: What is the reason for the absence?				
T3_ABSENCIA_10				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_10				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_10	Referent a la persona absent 10: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 10: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 10: What is the expected total length of absence?				
T3_DUR_ABS_10				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_10				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_10	Referent a la persona absent 10: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 10: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 10: Do you share household expenses or income?				
T3_DESP2_10				1	Sí	Sí	Yes
T3_DESP2_10				6	No	No	No
T3_ES2_10	Referent a la persona absent 10: Tipus de membre de la llar que és la persona 10 absent	Referente a la persona ausente 10: Tipo de miembro del hogar que es la persona 10 ausente	Referent a la persona absent 10: Type of household member who is absent person 10 				
T3_ES2_10				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_10				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_10				3	Hoste	Huésped	Host 
T3_ES2_10				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_10	Referent a la persona absent 10: Número d'ordre de la persona 10	Referente a la persona ausente 10: Número de orden de la persona 10	Referent a la persona absent 10: Order number of person 10				
T3_ABSENCIA_11	Referent a la persona absent 11: Quina és la causa de l'absència?	Referente a la persona ausente 11: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 11: What is the reason for the absence?				
T3_ABSENCIA_11				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_11				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_11	Referent a la persona absent 11: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 11: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 11: What is the expected total length of absence?				
T3_DUR_ABS_11				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_11				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_11	Referent a la persona absent 11: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 11: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 11: Do you share household expenses or income?				
T3_DESP2_11				1	Sí	Sí	Yes
T3_DESP2_11				6	No	No	No
T3_ES2_11	Referent a la persona absent 11: Tipus de membre de la llar que és la persona 11 absent	Referente a la persona ausente 11: Tipo de miembro del hogar que es la persona 11 ausente	Referent a la persona absent 11: Type of household member who is absent person 11 				
T3_ES2_11				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_11				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_11				3	Hoste	Huésped	Host 
T3_ES2_11				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_11	Referent a la persona absent 11: Número d'ordre de la persona 11	Referente a la persona ausente 11: Número de orden de la persona 11	Referent a la persona absent 11: Order number of person 11				
T3_ABSENCIA_12	Referent a la persona absent 12: Quina és la causa de l'absència?	Referente a la persona ausente 12: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 12: What is the reason for the absence?				
T3_ABSENCIA_12				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_12				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_12	Referent a la persona absent 12: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 12: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 12: What is the expected total length of absence?				
T3_DUR_ABS_12				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_12				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_12	Referent a la persona absent 12: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 12: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 12: Do you share household expenses or income?				
T3_DESP2_12				1	Sí	Sí	Yes
T3_DESP2_12				6	No	No	No
T3_ES2_12	Referent a la persona absent 12: Tipus de membre de la llar que és la persona 12 absent	Referente a la persona ausente 12: Tipo de miembro del hogar que es la persona 12 ausente	Referent a la persona absent 12: Type of household member who is absent person 12 				
T3_ES2_12				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_12				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_12				3	Hoste	Huésped	Host 
T3_ES2_12				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_12	Referent a la persona absent 12: Número d'ordre de la persona 12	Referente a la persona ausente 12: Número de orden de la persona 12	Referent a la persona absent 12: Order number of person 12				
T3_ABSENCIA_13	Referent a la persona absent 13: Quina és la causa de l'absència?	Referente a la persona ausente 13: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 13: What is the reason for the absence?				
T3_ABSENCIA_13				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_13				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_13	Referent a la persona absent 13: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 13: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 13: What is the expected total length of absence?				
T3_DUR_ABS_13				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_13				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_13	Referent a la persona absent 13: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 13: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 13: Do you share household expenses or income?				
T3_DESP2_13				1	Sí	Sí	Yes
T3_DESP2_13				6	No	No	No
T3_ES2_13	Referent a la persona absent 13: Tipus de membre de la llar que és la persona 13 absent	Referente a la persona ausente 13: Tipo de miembro del hogar que es la persona 13 ausente	Referent a la persona absent 13: Type of household member who is absent person 13 				
T3_ES2_13				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_13				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_13				3	Hoste	Huésped	Host 
T3_ES2_13				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_13	Referent a la persona absent 13: Número d'ordre de la persona 13	Referente a la persona ausente 13: Número de orden de la persona 13	Referent a la persona absent 13: Order number of person 13				
T3_ABSENCIA_14	Referent a la persona absent 14: Quina és la causa de l'absència?	Referente a la persona ausente 14: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 14: What is the reason for the absence?				
T3_ABSENCIA_14				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_14				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_14	Referent a la persona absent 14: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 14: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 14: What is the expected total length of absence?				
T3_DUR_ABS_14				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_14				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_14	Referent a la persona absent 14: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 14: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 14: Do you share household expenses or income?				
T3_DESP2_14				1	Sí	Sí	Yes
T3_DESP2_14				6	No	No	No
T3_ES2_14	Referent a la persona absent 14: Tipus de membre de la llar que és la persona 14 absent	Referente a la persona ausente 14: Tipo de miembro del hogar que es la persona 14 ausente	Referent a la persona absent 14: Type of household member who is absent person 14 				
T3_ES2_14				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_14				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_14				3	Hoste	Huésped	Host 
T3_ES2_14				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_14	Referent a la persona absent 14: Número d'ordre de la persona 14	Referente a la persona ausente 14: Número de orden de la persona 14	Referent a la persona absent 14: Order number of person 14				
T3_ABSENCIA_15	Referent a la persona absent 15: Quina és la causa de l'absència?	Referente a la persona ausente 15: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 15: What is the reason for the absence?				
T3_ABSENCIA_15				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_15				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_15	Referent a la persona absent 15: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 15: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 15: What is the expected total length of absence?				
T3_DUR_ABS_15				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_15				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_15	Referent a la persona absent 15: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 15: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 15: Do you share household expenses or income?				
T3_DESP2_15				1	Sí	Sí	Yes
T3_DESP2_15				6	No	No	No
T3_ES2_15	Referent a la persona absent 15: Tipus de membre de la llar que és la persona 15 absent	Referente a la persona ausente 15: Tipo de miembro del hogar que es la persona 15 ausente	Referent a la persona absent 15: Type of household member who is absent person 15 				
T3_ES2_15				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_15				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_15				3	Hoste	Huésped	Host 
T3_ES2_15				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_15	Referent a la persona absent 15: Número d'ordre de la persona 15	Referente a la persona ausente 15: Número de orden de la persona 15	Referent a la persona absent 15: Order number of person 15				
T4_SEXE_1	Sexe de la persona 1	Sexo de la persona 1	Sex of person 1				
T4_SEXE_1				1	Home	Hombre	Man
T4_SEXE_1				6	Dona	Mujer	Woman
T4_MES_NAIX_1	Mes de naixement de la persona 1	Mes de nacimiento de la persona 1	Month of birth of person 1				
T4_ANY_NAIX_1	Any de naixement de la persona 1	Año de nacimiento de la persona 1	Year of birth of person 1				
T4_EDAT_1	Edat de la persona 1 (només si desconeix la data de naixement)	Edad de la persona 1 (sólo si desconoce la fecha de nacimiento)	Age of person 1 (only if the date of birth is not known)				
T4_REL_ACT_1	Relació amb l'activitat econòmica de la persona 1	Relación con la actividad económica de la persona 1	Relationship with the economic activity of person 1				
T4_REL_ACT_1				1	Ocupat	Ocupado	Employed
T4_REL_ACT_1				2	Parat 	Parado	Unemployed
T4_REL_ACT_1				3	Estudiant	Estudiante	Student
T4_REL_ACT_1				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_1				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_1				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_1				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_1				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_2	Sexe de la persona 2	Sexo de la persona 2	Sex of person 2				
T4_SEXE_2				1	Home	Hombre	Man
T4_SEXE_2				6	Dona	Mujer	Woman
T4_MES_NAIX_2	Mes de naixement de la persona 2	Mes de nacimiento de la persona 2	Month of birth of person 2				
T4_ANY_NAIX_2	Any de naixement de la persona 2	Año de nacimiento de la persona 2	Year of birth of person 2				
T4_EDAT_2	Edat de la persona 2 (només si desconeix la data de naixement)	Edad de la persona 2 (sólo si desconoce la fecha de nacimiento)	Age of person 2 (only if the date of birth is not known)				
T4_REL_ACT_2	Relació amb l'activitat econòmica de la persona 2	Relación con la actividad económica de la persona 2	Relationship with the economic activity of person 2				
T4_REL_ACT_2				1	Ocupat	Ocupado	Employed
T4_REL_ACT_2				2	Parat 	Parado	Unemployed
T4_REL_ACT_2				3	Estudiant	Estudiante	Student
T4_REL_ACT_2				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_2				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_2				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_2				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_2				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_3	Sexe de la persona 3	Sexo de la persona 3	Sex of person 3				
T4_SEXE_3				1	Home	Hombre	Man
T4_SEXE_3				6	Dona	Mujer	Woman
T4_MES_NAIX_3	Mes de naixement de la persona 3	Mes de nacimiento de la persona 3	Month of birth of person 3				
T4_ANY_NAIX_3	Any de naixement de la persona 3	Año de nacimiento de la persona 3	Year of birth of person 3				
T4_EDAT_3	Edat de la persona 3 (només si desconeix la data de naixement)	Edad de la persona 3 (sólo si desconoce la fecha de nacimiento)	Age of person 3 (only if the date of birth is not known)				
T4_REL_ACT_3	Relació amb l'activitat econòmica de la persona 3	Relación con la actividad económica de la persona 3	Relationship with the economic activity of person 3				
T4_REL_ACT_3				1	Ocupat	Ocupado	Employed
T4_REL_ACT_3				2	Parat 	Parado	Unemployed
T4_REL_ACT_3				3	Estudiant	Estudiante	Student
T4_REL_ACT_3				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_3				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_3				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_3				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_3				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_4	Sexe de la persona 4	Sexo de la persona 4	Sex of person 4				
T4_SEXE_4				1	Home	Hombre	Man
T4_SEXE_4				6	Dona	Mujer	Woman
T4_MES_NAIX_4	Mes de naixement de la persona 4	Mes de nacimiento de la persona 4	Month of birth of person 4				
T4_ANY_NAIX_4	Any de naixement de la persona 4	Año de nacimiento de la persona 4	Year of birth of person 4				
T4_EDAT_4	Edat de la persona 4 (només si desconeix la data de naixement)	Edad de la persona 4 (sólo si desconoce la fecha de nacimiento)	Age of person 4 (only if the date of birth is not known)				
T4_REL_ACT_4	Relació amb l'activitat econòmica de la persona 4	Relación con la actividad económica de la persona 4	Relationship with the economic activity of person 4				
T4_REL_ACT_4				1	Ocupat	Ocupado	Employed
T4_REL_ACT_4				2	Parat 	Parado	Unemployed
T4_REL_ACT_4				3	Estudiant	Estudiante	Student
T4_REL_ACT_4				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_4				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_4				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_4				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_4				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_5	Sexe de la persona 5	Sexo de la persona 5	Sex of person 5				
T4_SEXE_5				1	Home	Hombre	Man
T4_SEXE_5				6	Dona	Mujer	Woman
T4_MES_NAIX_5	Mes de naixement de la persona 5	Mes de nacimiento de la persona 5	Month of birth of person 5				
T4_ANY_NAIX_5	Any de naixement de la persona 5	Año de nacimiento de la persona 5	Year of birth of person 5				
T4_EDAT_5	Edat de la persona 5 (només si desconeix la data de naixement)	Edad de la persona 5 (sólo si desconoce la fecha de nacimiento)	Age of person 5 (only if the date of birth is not known)				
T4_REL_ACT_5	Relació amb l'activitat econòmica de la persona 5	Relación con la actividad económica de la persona 5	Relationship with the economic activity of person 5				
T4_REL_ACT_5				1	Ocupat	Ocupado	Employed
T4_REL_ACT_5				2	Parat 	Parado	Unemployed
T4_REL_ACT_5				3	Estudiant	Estudiante	Student
T4_REL_ACT_5				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_5				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_5				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_5				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_5				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_6	Sexe de la persona 6	Sexo de la persona 6	Sex of person 6				
T4_SEXE_6				1	Home	Hombre	Man
T4_SEXE_6				6	Dona	Mujer	Woman
T4_MES_NAIX_6	Mes de naixement de la persona 6	Mes de nacimiento de la persona 6	Month of birth of person 6				
T4_ANY_NAIX_6	Any de naixement de la persona 6	Año de nacimiento de la persona 6	Year of birth of person 6				
T4_EDAT_6	Edat de la persona 6 (només si desconeix la data de naixement)	Edad de la persona 6 (sólo si desconoce la fecha de nacimiento)	Age of person 6 (only if the date of birth is not known)				
T4_REL_ACT_6	Relació amb l'activitat econòmica de la persona 6	Relación con la actividad económica de la persona 6	Relationship with the economic activity of person 6				
T4_REL_ACT_6				1	Ocupat	Ocupado	Employed
T4_REL_ACT_6				2	Parat 	Parado	Unemployed
T4_REL_ACT_6				3	Estudiant	Estudiante	Student
T4_REL_ACT_6				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_6				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_6				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_6				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_6				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_7	Sexe de la persona 7	Sexo de la persona 7	Sex of person 7				
T4_SEXE_7				1	Home	Hombre	Man
T4_SEXE_7				6	Dona	Mujer	Woman
T4_MES_NAIX_7	Mes de naixement de la persona 7	Mes de nacimiento de la persona 7	Month of birth of person 7				
T4_ANY_NAIX_7	Any de naixement de la persona 7	Año de nacimiento de la persona 7	Year of birth of person 7				
T4_EDAT_7	Edat de la persona 7 (només si desconeix la data de naixement)	Edad de la persona 7 (sólo si desconoce la fecha de nacimiento)	Age of person 7 (only if the date of birth is not known)				
T4_REL_ACT_7	Relació amb l'activitat econòmica de la persona 7	Relación con la actividad económica de la persona 7	Relationship with the economic activity of person 7				
T4_REL_ACT_7				1	Ocupat	Ocupado	Employed
T4_REL_ACT_7				2	Parat 	Parado	Unemployed
T4_REL_ACT_7				3	Estudiant	Estudiante	Student
T4_REL_ACT_7				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_7				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_7				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_7				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_7				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_8	Sexe de la persona 8	Sexo de la persona 8	Sex of person 8				
T4_SEXE_8				1	Home	Hombre	Man
T4_SEXE_8				6	Dona	Mujer	Woman
T4_MES_NAIX_8	Mes de naixement de la persona 8	Mes de nacimiento de la persona 8	Month of birth of person 8				
T4_ANY_NAIX_8	Any de naixement de la persona 8	Año de nacimiento de la persona 8	Year of birth of person 8				
T4_EDAT_8	Edat de la persona 8 (només si desconeix la data de naixement)	Edad de la persona 8 (sólo si desconoce la fecha de nacimiento)	Age of person 8 (only if the date of birth is not known)				
T4_REL_ACT_8	Relació amb l'activitat econòmica de la persona 8	Relación con la actividad económica de la persona 8	Relationship with the economic activity of person 8				
T4_REL_ACT_8				1	Ocupat	Ocupado	Employed
