addresses_roadtype_name;addresses_end_street_number;geo_epgs_4326_lon;values_attribute_name;estimated_dates;addresses_road_name;values_category;addresses_zip_code;secondary_filters_id;values_value;addresses_town;secondary_filters_name;timetable;secondary_filters_tree;start_date;addresses_district_name;end_date;geo_epgs_25831_x;addresses_start_street_number;register_id;institution_id;addresses_main_address;addresses_district_id;addresses_roadtype_id;addresses_type;addresses_neighborhood_id;_id;name;addresses_road_id;created;geo_epgs_25831_y;institution_name;modified;secondary_filters_asia_id;secondary_filters_fullpath;geo_epgs_4326_lat;values_description;values_id;addresses_neighborhood_name;values_outstanding;values_attribute_id
;NULL;2.1479545955255794;Tel.;;Provença;Telèfons;8029;NULL;934199153;BARCELONA;;;NULL;;Eixample;;428759.5974822842;59;﻿75990362556;NULL;True;2;;;9;70;Botiga El Super dels Animals;268003;1996-09-18T00:00:00;4581813.280150197;;2023-10-03T10:15:52.697187;NULL;;41.38469305059617;;152000;la Nova Esquerra de l'Eixample;True;20001
;NULL;2.1748394593850446;Tel.;;Aragó;Telèfons;8013;NULL;932455078;BARCELONA;;;NULL;;Eixample;;431023.11614613293;414;﻿75990343925;NULL;True;2;;;5;71;Cidon Dominguez Julio;18505;1996-09-18T00:00:00;4583432.464822119;;2023-10-03T10:16:06.386110;NULL;;41.39947380226278;;151257;el Fort Pienc;True;20001
;NULL;2.2058360810863666;;;C Santander;;8030;NULL;;BARCELONA;;;NULL;;Sant Andreu;;433648.17491434567;95;﻿97316211230;NULL;True;9;;;59;72;Àrea per a Gossos  *Santander - Pg. Enric Sanchis;318906;1997-11-12T00:00:00;4587112.271474414;;2023-06-01T13:28:36.950289;NULL;;41.432837694695316;;NULL;el Bon Pastor;;NULL
;NULL;2.1571031778705527;Centraleta;;Trav Dalt;Telèfons;8024;NULL;932105702;BARCELONA;;;NULL;;Gràcia;;429553.0871556522;95;﻿75990125629;NULL;True;6;;;30;73;Centre Veterinari La Salut;344000;1996-09-18T00:00:00;4584741.338754953;;2023-10-03T10:42:07.061182;NULL;;41.41113489083898;;144264;la Salut;True;20003
;NULL;2.157447662343646;;;C Dante Alighieri;;8032;NULL;;BARCELONA;;;NULL;;Horta-Guinardó;;429599.76031805674;74;﻿99400369662;99400354178;True;7;;;37;74;Àrea per a Gossos;97807;2015-01-28T00:00:00;4586579.009852353;Jardins d'Eduard Batiste Alentorn;2022-12-16T12:06:50.790928;NULL;;41.42769015831456;;NULL;el Carmel;;NULL
;NULL;2.1572323221370855;Tel.;;Viladomat;Telèfons;8015;NULL;934231171;BARCELONA;;;NULL;;Eixample;;429529.8701133804;103;﻿75990343922;NULL;True;2;;;10;75;Clínica Veterinària Drs. Tabernero;361406;1996-09-18T00:00:00;4581244.749860294;;2023-10-03T10:16:06.456014;NULL;;41.37964033230747;;151256;Sant Antoni;True;20001
;NULL;2.171297139848222;Tel.;;Av Diagonal;Telèfons;8009;NULL;934584355;BARCELONA;;;NULL;;Eixample;;430726.77402989595;319;﻿90125021495;NULL;True;2;;;7;76;Botiga Centro Canino Carlos;144601;1992-05-04T00:00:00;4583411.283968144;;2016-11-22T16:25:48;NULL;;41.39925755697648;;157462;la Dreta de l'Eixample;True;20001
;NULL;2.1852959858954075;Tel.;;Buenaventura Muñoz;Telèfons;8018;NULL;933002516;BARCELONA;;;NULL;;Sant Martí;;431889.0029109926;24;﻿75990478353;NULL;True;10;;;66;77;Unitat Veterinària Barcelona;50803;1997-11-15T00:00:00;4582551.767589134;;2023-10-03T10:38:12.703025;NULL;;41.39161543566696;;154353;el Parc i la Llacuna del Poblenou;True;20001
;NULL;2.1476310625423354;;;Pl Ventura Gassol;;8023;NULL;;BARCELONA;;;NULL;;Sarrià-Sant Gervasi;;428756.62199305394;1;﻿93131112652;NULL;True;5;;;27;78;Àrea per a Gossos *Plaça Ventura i Gassol;267838;1993-05-11T00:00:00;4584260.761274114;;2022-12-16T12:06:54.449513;NULL;;41.40673631853347;;NULL;el Putxet i el Farró;;NULL
;NULL;2.1566610699100104;Tel.;;Vallhonrat;Telèfons;8004;NULL;934240674;BARCELONA;;;NULL;;Sants-Montjuïc;;429475.73577681615;30;﻿75990421278;NULL;True;3;;;11;79;Centro Veterinario Pisadas;353306;1997-03-22T00:00:00;4580590.831232222;;2023-10-03T10:39:22.008920;NULL;;41.3737459599748;;153270;el Poble-sec;True;20001
;NULL;2.146278801912153;;;C Farigola;;8023;NULL;;BARCELONA;;;NULL;;Gràcia;;428649.98289132764;21;﻿93131133239;NULL;True;6;;;28;80;Àrea d'Esbarjo per a Gossos  *Carrer Farigola;120104;1993-05-11T00:00:00;4584909.953921697;;2023-06-01T13:35:26.486530;NULL;;41.41257387522623;;NULL;Vallcarca i els Penitents;;NULL
;NULL;2.1863412717666497;;;Pl Palmeres;;8030;NULL;;BARCELONA;;;NULL;;Sant Andreu;;432018.92873393674;1;﻿93132120023;NULL;True;9;;;60;81;Àrea per a Gossos *Plaça Palmeres;301109;1993-05-12T00:00:00;4587078.959475597;;2022-12-16T12:06:54.319324;NULL;;41.43240140964954;;NULL;Sant Andreu;;NULL
;NULL;2.144060710192472;Tel.;;Entença;Telèfons;8029;NULL;933227112;BARCELONA;;;NULL;;Eixample;;428433.7736543604;171;﻿63092509;NULL;True;2;;;9;82;Clínica Veterinària Entença;110803;2000-03-03T00:00:00;4581791.285296027;;2025-04-15T16:44:02.295911;NULL;;41.38446603205507;;128986;la Nova Esquerra de l'Eixample;True;20001
;NULL;2.152559224709501;Tel.;;Dante Alighieri;Telèfons;8032;NULL;934205908;BARCELONA;;;NULL;;Horta-Guinardó;;429188.39637272235;177;﻿63093752;NULL;True;7;;;37;83;Dante Veterinari;97807;2000-03-03T00:00:00;4586286.454617452;;2025-04-15T16:40:00.957680;NULL;;41.425019077503435;;128988;el Carmel;True;20001
;NULL;2.188619568393393;Tel.;;Balira;Telèfons;8030;NULL;933463664;BARCELONA;;;NULL;;Sant Andreu;;432218.4496009293;4;﻿77095311;NULL;True;9;;;60;84;Dispensari Veterinàri Balira;32608;2000-03-17T00:00:00;4588055.347003971;;2025-04-15T16:40:41.655655;NULL;;41.441212252493045;;129289;Sant Andreu;True;20001
;NULL;2.137352615685088;Tel.;;Modolell;Telèfons;8021;NULL;934146022;BARCELONA;;;NULL;;Sarrià-Sant Gervasi;;427887.0306639072;13;﻿92086014185;NULL;True;5;;;26;85;Escola Ken Sewell;214106;1985-07-08T00:00:00;4583216.652272997;;2025-04-15T16:43:59.919130;NULL;;41.39725492316698;;164751;Sant Gervasi - Galvany;True;20001
;NULL;2.161870353964425;Tel.;;Còrsega;Telèfons;8037;NULL;934580077;BARCELONA;;;NULL;;Gràcia;;429938.0597069409;357;﻿75990044579;NULL;True;6;;;31;86;Botiga Centre Caní Còrsega;90502;1996-09-18T00:00:00;4583346.513437445;;2023-10-03T10:44:56.520809;NULL;;41.398605854770224;;137949;la Vila de Gràcia;True;20001
;NULL;2.1899027115724445;Tel.;;Sant Carles;Telèfons;8003;NULL;932215069;BARCELONA;;;NULL;;Ciutat Vella;;432261.3115694487;20;﻿75990275260;NULL;True;1;;;3;87;Clínica Veterinària Port Vell;298004;1996-09-18T00:00:00;4581176.038089316;;2023-10-03T10:03:06.791189;NULL;;41.37925605187341;;148505;la Barceloneta;True;20001
;NULL;2.1521379230079183;Tel.;;Viladomat;Telèfons;8015;NULL;932269209;BARCELONA;;;NULL;;Eixample;;429108.06512364943;191;﻿75990271247;NULL;True;2;;;9;88;Pauvic S.L.;361406;1996-09-18T00:00:00;4581676.158561619;;2023-10-03T10:17:25.274034;NULL;;41.38348882757671;;148741;la Nova Esquerra de l'Eixample;True;20001
;30;2.1445652806631705;Tel.;;Carrer de Sant Hermenegild;Telèfons;8006;NULL;932 11 15 12;Barcelona;;;NULL;;Sarrià-Sant Gervasi;;428496.437;30;﻿75990619693;NULL;True;5;;;27;89;Clínica Veterinària Albó;302906;2000-02-06T00:00:00;4583864.717;;2023-10-03T10:38:19.967813;NULL;;41.403146205837125;;156395;el Putxet i el Farró;True;20001
;NULL;2.1714713154857357;Tel.;;C Santa Anna;Telèfons;8002;NULL;933173949;BARCELONA;;;NULL;;Ciutat Vella;;430726.45335341344;14;﻿99400117405;NULL;True;1;;;2;90;Centre Veterinari Santa Ana;313006;2005-05-28T11:35:08;4581854.949152293;;2023-10-03T10:02:28.051936;NULL;;41.385240120335574;;213757;el Barri Gòtic;True;20001
;NULL;2.1705727575479536;Tel.;;C Rosselló;Telèfons;8025;NULL;934084007;BARCELONA;;;NULL;;Gràcia;;430670.65347969707;395;﻿90125059169;NULL;True;6;;;32;91;Clínica Veterinària Family Vet;289105;1992-05-04T00:00:00;4583874.857435245;;2022-09-20T10:51:46.967175;NULL;;41.40342797029648;;158853;el Camp d'en Grassot i Gràcia Nova;True;20001
;NULL;2.1805919884987484;Tel.;;Sicília;Telèfons;8013;NULL;932650860;BARCELONA;;;NULL;;Eixample;;431500.7335762932;182;﻿75990282595;NULL;True;2;;;5;92;Clínica Veterinària Fort Pius;325005;1996-09-18T00:00:00;4583083.996318351;;2023-10-03T10:17:18.019708;NULL;;41.396376084659664;;148997;el Fort Pienc;True;20001
;NULL;2.19120781351727;Tel.;;Sagrera;Telèfons;8027;NULL;933496102;BARCELONA;;;NULL;;Sant Andreu;;432417.0120540705;112;﻿75990492034;NULL;True;9;;;61;93;Centre Veterinari San José;292507;1998-03-28T00:00:00;4586163.150479449;;2023-10-03T10:38:55.481850;NULL;;41.424186619366424;;155086;la Sagrera;True;20001
;NULL;2.1576881266302466;Tel.;;Rabassa;Telèfons;8024;NULL;932850952;BARCELONA;;;NULL;;Gràcia;;429598.533788383;37;﻿75990439397;NULL;True;6;;;31;94;Euroanimals S.C.P.;273207;1997-07-05T00:00:00;4584386.897220424;;2023-10-03T10:38:34.982597;NULL;;41.4079465523679;;154712;la Vila de Gràcia;True;20001
;76;2.1097842880814275;Tel.;;Avinguda d'Esplugues;Telèfons;8034;NULL;932035222;Barcelona;;;NULL;;Les Corts;;425574.439;74;﻿75990209897;NULL;True;4;;;21;95;Conillas Garden Center;115400;1996-09-18T00:00:00;4582461.798;;2025-06-20T10:00:57.765430;NULL;;41.390245590816384;;146753;Pedralbes;True;20001
;NULL;2.195594284596053;Tel.;;Salvador Espriu;Telèfons;8005;NULL;932254938;BARCELONA;;;NULL;;Sant Martí;;432747.50162185624;23;﻿62124158;NULL;True;10;;;67;96;Clínica Veterinària Marina;700662;2000-03-02T00:00:00;4582277.834433763;;2025-04-15T16:38:23.848763;NULL;;41.389220435875174;;129218;la Vila Olímpica del Poblenou;True;20001
;NULL;2.138497985828923;Tel.;;Rossend Arús;Telèfons;8014;NULL;934171140;BARCELONA;;;NULL;;Sants-Montjuïc;;427954.8286073705;37;﻿62141218;NULL;True;3;;;16;97;Consultori Veterinari;289207;2000-03-02T00:00:00;4580404.163733845;;2025-04-15T16:38:23.885270;NULL;;41.37192999941326;;129220;la Bordeta;True;20001
;NULL;2.146345682447538;Tel.;;C Marià Cubí;Telèfons;8021;NULL;932023199;BARCELONA;;;NULL;;Sarrià-Sant Gervasi;;428637.4824019717;159;﻿63085416;NULL;True;5;;;26;98;Centre Sant Gervasi;196900;2000-03-03T00:00:00;4583074.180821982;;2006-01-18T13:26:29;NULL;;41.396038686800736;;129865;Sant Gervasi - Galvany;True;20001
;NULL;2.154664214925098;Tel.;;Trav Gràcia;Telèfons;8012;NULL;932170894;BARCELONA;;;NULL;;Gràcia;;429336.7885240035;117;﻿75990126208;NULL;True;6;;;31;99;Consultori Veterinari;344101;1996-09-18T00:00:00;4583467.00613705;;2023-10-03T10:42:05.384879;NULL;;41.39963847333057;;144326;la Vila de Gràcia;True;20001
;NULL;2.166633507310452;Tel.;;Sardenya;Telèfons;8025;NULL;932196012;BARCELONA;;;NULL;;Gràcia;;430346.6655129481;437;﻿75990109981;NULL;True;6;;;32;100;Clínica Veterinària Castelar;76807;1996-09-18T00:00:00;4584427.375980604;;2023-10-03T10:42:48.273690;NULL;;41.40837630550219;;142297;el Camp d'en Grassot i Gràcia Nova;True;20001
